ID,marka,naw3,9at3a,khochn,toul,3ordh,R,G,B,soum
383,HA,mta3 a3res,serwel,1.04,65.6,54,141,26,29,279.9
384,HA,mta3 a3res,serwel,1.041666667,121.6,57,174,31,36,953.3
385,HA,confy,serwel,1.036666667,65.6,57,142,25,29,301.2
386,Zen,classy,t-shirt,1.035,108,56,167,30,35,575.9
387,HA,formel,serwel,1.023333333,100,55,164,30,34,539.5
388,Armani,confy,sabbat,1.006666667,81.6,58,154,28,31,639.7
389,Armani,mta3 a3res,maryoul,1.015,123.2,59,177,32,36,1179
390,HA,formel,t-shirt,1.033333333,25.6,54,103,19,21,52.3
391,HA,confy,sabbat,1.023333333,24.8,54,104,18,21,87.2
392,Armani,sport,sabbat,1.031666667,26.4,59,105,19,21,74.3
393,Armani,sport,t-shirt,1.015,80,60,154,27,31,600
394,HA,confy,sabbat,1.02,48,56,129,23,26,207.9
395,HA,sport,kabbout,1.005,84.8,57,156,28,32,872.6
396,Armani,sport,sabbat,0.99,122.4,59,179,32,35,1307.7
397,HA,sport,sabbat,1.038333333,120.8,54,174,31,36,1382.8
398,Zen,sport,sabbat,0.993333333,126.4,58,180,33,36,1303.7
399,HA,sport,kabbout,1.013333333,21.6,57,99,18,20,56.6
400,Bey&Bey,sport,sabbat,1.063333333,81.6,59,150,27,32,608
401,Zen,formel,sabbat,1,128,60,179,32,36,1049.7
402,HA,confy,serwel,1.036666667,72.8,57,147,27,31,380
403,Armani,confy,serwel,1.013333333,56,59,136,24,27,246.3
404,HA,mta3 a3res,sabbat,1.03,46.4,57,127,23,26,240.1
405,Bey&Bey,posé,maryoul,1.02,80,62,150,27,31,438.9
406,Armani,confy,kabbout,1.041666667,20,59,95,17,20,57.6
407,HA,confy,kabbout,1.023333333,24.8,57,103,19,21,79.1
408,Zen,formel,sabbat,1.041666667,106.4,61,165,30,35,620.3
409,Zen,sport,maryoul,1,32,63,113,20,23,90
410,HA,confy,t-shirt,1.036666667,27.2,55,107,19,22,103.3
411,HA,confy,maryoul,1.026666667,41.6,55,122,22,25,155.5
412,Zen,confy,t-shirt,0.983333333,22.4,60,101,18,20,45.2
413,Armani,sport,t-shirt,1.03,84,58,155,28,32,614.6
414,HA,confy,sabbat,1.05,40,57,119,21,25,162.9
415,HA,mta3 a3res,serwel,1.028333333,80.8,56,152,28,31,515.4
416,HA,sport,maryoul,1.05,162.4,56,190,34,40,1261.8
417,Armani,classy,sabbat,1.033333333,100.8,60,166,29,34,517.3
418,Bey&Bey,confy,sabbat,1.055,24,55,101,18,21,52.6
419,HA,posé,sabbat,1.04,92,56,159,28,33,678.8
420,Armani,sport,t-shirt,1.04,80.8,59,151,27,31,616.3
421,Armani,confy,maryoul,1.008333333,56,58,136,24,27,277.7
422,Zen,sport,sabbat,0.993333333,72,61,147,27,29,409.3
423,Zen,sport,serwel,0.996666667,72,61,150,27,30,384.2
424,Armani,classy,t-shirt,1.05,24,59,101,18,21,50.6
425,HA,formel,kabbout,1.018333333,56,56,136,24,28,253
426,HA,mta3 a3res,maryoul,1.038333333,24,53.9,101,18,21,49.9
427,HA,confy,serwel,1.013333333,42.4,57,124,22,25,122.9
428,Bey&Bey,mta3 a3res,t-shirt,1.073333333,23.2,54,99,18,21,50.4
429,HA,posé,socks,1.036666667,24.8,54,103,19,21,78.9
430,Zen,mta3 a3res,maryoul,1.005,48,59,128,23,26,167
431,Bey&Bey,formel,maryoul,0.956666667,73.6,65,152,28,29,312.2
432,Bey&Bey,confy,sabbat,0.955,26.4,59,109,20,21,57.4
433,HA,mta3 kolyoum,maryoul,1.041666667,44.8,56,125,22,26,172.9
434,HA,mta3 kolyoum,maryoul,1.035,44,56,123,22,26,157.1
435,Armani,posé,sabbat,1.016666667,123.2,60,176,32,36,1097.7
436,HA,sport,t-shirt,1.02,84,57,154,28,32,802.2
437,HA,classy,maryoul,1.033333333,125.6,56,178,32,37,764
438,HA,mta3 kolyoum,sabbat,1.001666667,124,58,179,32,36,1584.5
439,HA,confy,jacket,1.03,60.8,54,140,25,29,438.2
440,Bey&Bey,mta3 a3res,maryoul,1.068333333,80,60,148,26,31,458.6
441,HA,formel,sabbat,1.033333333,34.4,55,114,21,24,71.6
442,HA,formel,maryoul,1.045,128.8,55,177,32,37,943.9
443,Zen,mta3 kolyoum,maryoul,1.051666667,27.2,57,105,19,22,80.3
444,HA,posé,t-shirt,1.013333333,48.8,56,130,23,26,205.3
445,Armani,mta3 kolyoum,sabbat,1.04,32.8,60,112,20,23,107.6
446,HA,classy,sabbat,1.036666667,32,54,112,20,23,59.9
447,Armani,posé,maryoul,1.03,80,60,151,27,31,399.1
448,Armani,formel,t-shirt,1.005,24,58,103,18,20,60.8
449,HA,confy,serwel,1.04,100.8,57,164,29,34,493.9
450,HA,mta3 a3res,t-shirt,1.025,24.8,54,103,19,21,64.2
451,Armani,mta3 kolyoum,maryoul,0.988333333,72.8,58,151,27,30,417.9
452,HA,posé,jacket,1.031666667,72,57,146,27,30,478.3
453,HA,confy,sabbat,1.005,56,57,135,25,27,271.9
454,Zen,classy,serwel,1.011666667,56.8,61,136,25,28,180.5
455,Armani,mta3 a3res,sabbat,1.018333333,35.2,62,118,21,24,101.8
456,Armani,sport,t-shirt,1.023333333,96,60,162,29,33,859.6
457,Armani,sport,kabbout,1.048333333,24,58,101,18,21,81.9
458,Armani,confy,maryoul,1.021666667,24,60,102,18,21,67.5
459,HA,sport,sabbat,1.023333333,27.2,57,106,19,22,59.6
460,Bey&Bey,posé,t-shirt,1.065,24,55,101,18,21,52.6
461,Zen,confy,kabbout,1.046666667,64,57,140,25,29,489.3
462,HA,sport,kabbout,1.026666667,105.6,56,166,30,34,1326.1
463,HA,sport,maryoul,1.035,96.8,57,161,29,33,695.8
464,HA,confy,kabbout,1.02,26.4,57,105,19,21,86.8
465,HA,posé,serwel,1.031666667,92.8,56,159,29,33,479.7
466,Zen,sport,t-shirt,1.038333333,80.8,60,150,28,32,636.8
467,Kontakt,posé,t-shirt,0.955,50.4,62.5,134,24,26,176
468,Zen,sport,maryoul,1.045,72,59,145,26,30,405.9
469,Zen,confy,sabbat,0.985,72,62,148,27,29,458
470,Zen,sport,maryoul,1.03,28.8,60,107,19,22,53.7
471,Armani,sport,maryoul,1.008333333,59.2,58,140,25,28,255.3
472,Zen,mta3 kolyoum,maryoul,1.035,80,58,150,27,31,539
473,HA,sport,socks,1.02,25.6,56,104,19,21,91.8
474,HA,sport,socks,1.04,32.8,54,113,20,23,125.9
475,Armani,posé,serwel,1.046666667,56,59,134,24,28,214.2
476,Bey&Bey,mta3 kolyoum,maryoul,1.043333333,56,62,133,24,28,254.6
477,HA,confy,maryoul,1.028333333,56.8,56,135,24,28,268
478,HA,confy,kabbout,1.021666667,33.6,56,114,20,23,121.6
479,HA,sport,jacket,1.043333333,56,57,134,24,28,324.7
480,HA,mta3 a3res,sabbat,1.043333333,32.8,57,113,20,23,110.7
481,HA,mta3 kolyoum,jacket,1.031666667,44.8,56,126,22,26,349.6
482,HA,posé,kabbout,1.028333333,27.2,55,106,19,22,66.7
483,Bey&Bey,formel,kabbout,1.065,32.8,55,112,20,24,106.1
484,Zen,confy,sabbat,1.016666667,44,59,126,23,18,183.1
485,HA,mta3 a3res,kabbout,1.026666667,82.4,56,155,27,32,886
486,Armani,sport,serwel,0.986666667,96,60,164,29,32,527.8
487,HA,mta3 a3res,kabbout,1.023333333,89.6,57,158,28,32,946.1
488,HA,sport,maryoul,1.026666667,44.8,59,125,23,26,175.5
489,Kontakt,posé,serwel,1.096666667,72,54,143,25,31,282.3
490,HA,sport,t-shirt,1.035,26.4,56,104,19,21,85.4
491,Zen,posé,t-shirt,1.038333333,72,59,145,26,30,459.2
492,Zen,sport,sabbat,1.033333333,67.2,56,144,26,30,353.5
493,Zen,formel,socks,1.055,24,56,101,18,21,81
494,Armani,posé,sabbat,1.033333333,88.8,59,158,28,32,539.5
495,Zen,mta3 kolyoum,sabbat,1.03,56,55,134,24,28,276.7
496,HA,sport,socks,1.036666667,28.8,53,108,19,22,102.9
497,HA,classy,serwel,1.021666667,84,56,155,28,32,436.4
498,HA,sport,sabbat,1.013333333,80.8,59,154,28,31,601.9
499,Bey&Bey,mta3 a3res,serwel,1.063333333,28,56,105,19,22,46
500,Kontakt,sport,maryoul,1.056666667,36.8,68,115,20,24,91.1
501,HA,sport,serwel,1.01,49.6,57,131,24,26,139.5
502,Zen,formel,jacket,1.056666667,72,57,144,26,31,387.2
503,Zen,mta3 a3res,maryoul,1.023333333,58.4,56,137,25,28,287.9
504,Armani,mta3 kolyoum,maryoul,1.038333333,24,58,101,18,21,55.2
505,HA,mta3 a3res,kabbout,1.038333333,40,57,120,21,25,185
506,Zen,mta3 a3res,t-shirt,1.025,46.4,60,126,23,26,200.1
507,Kontakt,confy,kabbout,1.091666667,39.2,58,116,21,25,170.5
508,HA,sport,t-shirt,1.026666667,45.6,55,126,23,26,181.5
509,Armani,classy,maryoul,1.018333333,186.4,58,204,37,42,1163.8
510,HA,mta3 kolyoum,maryoul,1.031666667,111.2,52,171,31,35,951.9
511,Zen,posé,maryoul,1.053333333,87.2,57,155,28,33,487.1
512,Bey&Bey,confy,maryoul,1.058333333,72.8,57,144,26,31,421.1
513,Zen,mta3 a3res,jacket,1.035,23.2,55,101,18,21,73.1
514,HA,confy,sabbat,1.013333333,42.4,56,125,22,25,195.6
515,Zen,sport,maryoul,1.051666667,120,59,171,31,36,1013.9
516,Zen,mta3 a3res,kabbout,1.006666667,67.2,62,144,26,29,431.8
517,Bey&Bey,mta3 a3res,sabbat,1.041666667,80,57,150,27,31,559.2
518,Armani,posé,sabbat,1.038333333,120.8,59,173,31,36,1154
519,HA,mta3 kolyoum,maryoul,1.031666667,120.8,56,174,32,36,1358.8
520,HA,mta3 kolyoum,maryoul,1.025,25.6,56,104,19,21,71.5
521,Zen,sport,maryoul,1.041666667,57.6,60,135,24,28,248.8
522,Armani,formel,sabbat,0.976666667,160,62,194,35,38,1606.8
523,Bey&Bey,confy,t-shirt,1.046666667,29.6,65,107,19,22,88.9
524,HA,confy,kabbout,1.043333333,32,54,111,20,23,110.6
525,Bey&Bey,confy,serwel,1.055,40.8,56,120,22,25,113
526,Armani,sport,sabbat,1.021666667,166.4,58,194,35,40,1685.4
527,Armani,sport,t-shirt,1.025,28,58,106,19,22,70.6
528,HA,mta3 kolyoum,sabbat,1.046666667,106.4,56,168,30,35,1140.9
529,Armani,mta3 kolyoum,sabbat,1.02,86.4,60,157,28,32,782.4
530,Bey&Bey,posé,sabbat,1.055,121.6,57,173,31,37,1042.8
531,HA,sport,jacket,1.035,32.8,54,113,20,23,108.4
532,HA,mta3 kolyoum,t-shirt,1.021666667,35.2,56,116,21,24,129.4
533,HA,confy,serwel,1.001666667,24.8,57,105,19,21,55.8
534,HA,classy,t-shirt,1.043333333,36.8,53.9,116,21,24,85.1
535,HA,posé,socks,1.033333333,22.4,56,99,18,20,58.6
536,HA,confy,t-shirt,1.023333333,27.2,57,106,19,22,103.3
537,Armani,classy,serwel,1.05,72,59,145,26,30,271.7
538,Armani,formel,t-shirt,1.038333333,120.8,60,172,31,36,946.7
539,Zen,confy,serwel,1.036666667,56.8,58,134,24,28,242.3
540,Armani,confy,maryoul,0.986666667,56.8,59,138,25,27,279.2
541,HA,posé,serwel,1.023333333,98.4,54,165,30,34,564.1
542,HA,mta3 kolyoum,maryoul,1.016666667,24,56,102,18,21,55.2
543,Armani,posé,serwel,1.028333333,175.2,58,198,35,41,1755.4
544,HA,posé,sabbat,1.025,36.8,55,118,21,24,125.2
545,HA,sport,t-shirt,1.03,83.2,56,154,28,32,746.7
546,Armani,mta3 a3res,serwel,1.021666667,160.8,58,193,34,39,1406.7
547,Zen,posé,socks,1.066666667,32,56,110,20,23,104.4
548,Armani,posé,t-shirt,1.008333333,125.6,61,180,32,36,1093
549,HA,formel,jacket,1.03,32.8,55,113,20,23,110.7
550,HA,confy,maryoul,1.035,65.6,54,141,26,29,338
551,HA,sport,sabbat,1.04,100,55,164,29,34,903
552,HA,mta3 kolyoum,sabbat,1.046666667,57.6,57,134,24,28,317.9
553,Zen,mta3 kolyoum,jacket,1.028333333,18.4,59,93,17,19,48.5
554,HA,confy,serwel,1.036666667,160,57,192,35,40,1665
555,HA,formel,serwel,1.028333333,161.6,57,191,35,40,1310.9
556,Zen,sport,serwel,1.043333333,80,58,150,27,31,472.5
557,HA,confy,t-shirt,1.028333333,32.8,57,113,20,23,115.3
558,Zen,confy,socks,1.005,28.8,57,109,20,22,136.8
559,HA,sport,socks,1.05,24,53,102,18,21,95.6
560,HA,sport,socks,1.038333333,33.6,54,114,20,24,128.9
561,HA,sport,socks,1.025,26.4,56,105,19,22,99.2
562,HA,confy,maryoul,1.028333333,40.8,57,122,22,25,140.2
563,HA,posé,socks,1.036666667,34.4,55,114,21,24,124.5
564,HA,mta3 a3res,kabbout,1.04,32,56,112,20,23,116.3
565,Armani,confy,serwel,1.006666667,80,62,154,27,31,401.4
566,HA,mta3 kolyoum,maryoul,1.033333333,24,53,102,18,21,52.4
567,HA,posé,serwel,1.045,96,55,160,28,33,557.8
568,Zen,mta3 a3res,kabbout,1.006666667,18.4,61,93,17,19,50.5
569,Zen,mta3 kolyoum,serwel,0.985,121.6,58,176,32,35,978.1
570,HA,formel,sabbat,1.023333333,84.8,57,155,28,32,440.5
571,Zen,mta3 a3res,sabbat,1.041666667,34.4,60,114,21,24,80.4
572,Bey&Bey,confy,kabbout,1.08,40,58,118,21,25,191.7
573,Zen,mta3 kolyoum,kabbout,1.038333333,56,56,134,24,28,362.2
574,HA,mta3 a3res,jacket,1.026666667,91.2,57,159,29,33,925.9
575,Zen,mta3 a3res,serwel,1.048333333,40,57,119,21,25,102
576,HA,formel,t-shirt,1.036666667,40,55,120,22,25,128.2
577,Armani,posé,serwel,0.986666667,184.8,61,205,37,40,1383.1
578,HA,mta3 kolyoum,sabbat,1.035,24.8,54,104,18,21,80.4
579,HA,posé,sabbat,1.031666667,86.4,54,157,28,32,585
580,HA,posé,sabbat,1.035,28.8,55,108,19,22,72.9
581,Zen,mta3 kolyoum,maryoul,1.058333333,40.8,56,120,21,25,157.4
582,Kontakt,sport,socks,0.951666667,31.2,61,114,21,22,112.7
583,Zen,posé,serwel,1.033333333,44.8,63,124,22,26,95.6
584,Armani,mta3 a3res,maryoul,1.031666667,56,58,135,24,28,231.9
585,Armani,sport,maryoul,1.018333333,35.2,59,115,21,23,77.2
586,HA,classy,t-shirt,1.031666667,27.2,55,106,19,22,41.3
587,Bey&Bey,mta3 a3res,sabbat,1.051666667,72,57,145,26,31,437
588,Bey&Bey,mta3 a3res,maryoul,1.063333333,40.8,56,120,21,25,131.2
589,HA,formel,maryoul,1.025,80,57,151,27,31,464.9
590,Armani,mta3 kolyoum,jacket,0.98,56.8,58,139,25,27,395.2
591,Zen,confy,t-shirt,1.031666667,24.8,56,102,18,21,63.6
592,Armani,confy,maryoul,1.011666667,27.2,60,107,19,21,76.5
593,Bey&Bey,sport,sabbat,1.09,38.4,59,113,21,25,108.8
594,Zen,mta3 a3res,t-shirt,1.075,56,58,131,24,28,292.5
595,Armani,posé,sabbat,1.031666667,25.6,58,103,19,21,50.5
596,Armani,mta3 a3res,maryoul,0.993333333,91.2,58,161,29,32,603.3
597,HA,posé,kabbout,1.028333333,26.4,56,105,19,21,85.4
598,HA,mta3 kolyoum,sabbat,1.025,40.8,55,121,22,25,178.7
599,Armani,sport,t-shirt,1.04,120.8,60,173,31,36,1283.1
600,Bey&Bey,classy,maryoul,1.051666667,98.4,57.6,160,29,34,487
601,Armani,formel,maryoul,1.035,96.8,56,164,29,34,542.1
602,HA,sport,jacket,0.998333333,82.4,61,155,28,31,895.5
603,HA,sport,socks,1.021666667,27.2,56,107,19,22,97.4
604,Zen,posé,maryoul,0.985,160.8,58,196,36,39,1814.9
605,Armani,formel,maryoul,1.021666667,26.4,59,107,19,22,57.2
606,Zen,confy,kabbout,1.006666667,44,56,127,23,25,239.9
607,HA,posé,jacket,1.033333333,24.8,54,103,18,21,68.7
608,Armani,mta3 a3res,jacket,1.003333333,32,59,113,20,22,132.3
609,Armani,mta3 kolyoum,t-shirt,1.04,80.8,58,151,27,31,826.5
610,HA,sport,kabbout,1.028333333,71.2,55,147,26,30,406.2
611,Kontakt,mta3 a3res,sabbat,1.138333333,80,58,141,25,32,431.2
612,HA,confy,t-shirt,1.03,24.8,55,103,18,21,69.2
613,Zen,posé,t-shirt,1.038333333,24,56,101,18,21,54.1
614,HA,posé,serwel,1.03,84,58,154,28,32,460.4
615,Kontakt,mta3 a3res,maryoul,1.08,43.2,59,121,21,26,194.4
616,HA,posé,t-shirt,1.035,98.4,54,163,29,34,794.6
617,Armani,mta3 a3res,serwel,1.021666667,100.8,58,165,29,34,665.7
618,HA,posé,t-shirt,1.023333333,24,57,102,18,21,54.5
619,Armani,sport,t-shirt,1.041666667,87.2,59,155,28,32,695.1
620,Armani,posé,sabbat,0.99,42.4,59,126,22,25,142.8
621,Zen,confy,kabbout,1.01,19.2,62,95,17,19,47.8
622,HA,sport,t-shirt,1.038333333,26.4,57,104,18,21,85.4
623,Bey&Bey,posé,sabbat,0.986666667,59.2,64,137,24,27,198.9
624,HA,confy,sabbat,1.045,42.4,54,122,22,25,172.1
625,Armani,formel,maryoul,0.973333333,82.4,60,156,28,30,328.8
626,HA,posé,jacket,1.041666667,86.4,54,155,28,32,696.1
627,Bey&Bey,confy,maryoul,1.061666667,40,59,120,21,25,115.5
628,Armani,confy,jacket,1.02,32,61,112,20,23,139.7
629,HA,sport,jacket,1.036666667,40,56,120,22,25,189.7
630,Zen,formel,maryoul,1.036666667,24,57,100,18,21,39.4
631,Armani,posé,serwel,1.021666667,104,58,165,30,34,509.6
632,Zen,sport,t-shirt,1.013333333,56,56,135,24,27,251.2
633,Zen,mta3 a3res,socks,1.046666667,32,57,110,20,23,140.4
634,Bey&Bey,confy,sabbat,1.061666667,80.8,56,149,27,32,633.5
635,Armani,mta3 kolyoum,serwel,1.013333333,27.2,60,107,19,21,65
636,Zen,mta3 a3res,serwel,1.043333333,63.2,57,138,25,29,265.5
637,HA,sport,hoodie,1.005,89.6,57,161,29,32,394.5
638,Armani,mta3 a3res,maryoul,0.985,80.8,56,157,28,31,585.4
639,Armani,sport,sabbat,1.04,24.8,59,103,18,21,69.8
640,Bey&Bey,mta3 a3res,t-shirt,1.056666667,34.4,57,113,20,24,94.3
641,Armani,formel,serwel,1.02,166.4,58,195,35,40,1532.1
642,HA,posé,jacket,1.031666667,25.6,56,104,18,21,93.6
643,Armani,mta3 kolyoum,t-shirt,0.986666667,32,59,113,20,22,112.3
644,Armani,posé,hoodie,0.995,160,62,194,34,38,634.4
645,Armani,mta3 a3res,maryoul,1.013333333,56,59,136,24,27,202.3
646,HA,confy,sabbat,1.031666667,24.8,55,103,18,21,68
647,Zen,mta3 kolyoum,maryoul,1.013333333,80.8,57,156,28,31,538.6
648,Bey&Bey,posé,sabbat,1.053333333,27.2,55,105,19,22,53.7
649,Armani,mta3 kolyoum,serwel,1.02,102.4,58,168,30,34,693.6
650,Armani,confy,kabbout,1.025,44.8,58,125,23,26,227.9
651,HA,formel,jacket,1.035,24.8,54,103,19,21,51.1
652,HA,confy,kabbout,1.033333333,41.6,54,122,22,25,223
653,Bey&Bey,mta3 kolyoum,maryoul,1.06,25.6,56,103,18,22,58.9
654,HA,formel,t-shirt,1.033333333,120,53,175,31,36,961.8
655,HA,sport,maryoul,1.036666667,85.6,57,156,28,32,530.3
656,Zen,sport,t-shirt,1.046666667,25.6,59,102,18,21,64.5
657,Armani,classy,t-shirt,1.028333333,97.6,59,164,29,34,591
658,Zen,confy,serwel,1.048333333,32.8,58,112,20,23,68.3
659,Armani,mta3 a3res,serwel,0.99,117.6,59,177,32,35,811.5
660,HA,mta3 kolyoum,sabbat,1.01,80.8,57,155,27,31,760.2
661,HA,mta3 a3res,sabbat,1.026666667,80.8,56,153,27,31,722.9
662,Zen,confy,sabbat,0.991666667,97.6,60,164,30,33,949.5
663,Armani,mta3 a3res,t-shirt,1.045,100.8,58,162,30,34,989.6
664,Bey&Bey,confy,serwel,1.065,32,57,110,20,23,62.2
665,Zen,confy,sabbat,1.03,24,58,101,18,21,65.8
666,Armani,sport,maryoul,1.016666667,35.2,60,117,21,23,99
667,Zen,confy,jacket,1.006666667,19.2,62,94,17,19,48.5
668,HA,sport,maryoul,1.011666667,57.6,56,137,25,28,277.6
669,Zen,confy,serwel,1.051666667,72,54,147,26,31,308.4
670,Zen,sport,jacket,1.021666667,34.4,57,115,21,23,120.7
671,Zen,mta3 a3res,maryoul,1.045,63.2,60,138,25,29,287.8
672,HA,formel,t-shirt,1.031666667,124,55,176,32,36,1086.9
673,Armani,formel,serwel,1.02,88.8,61,158,28,32,402.8
674,Armani,posé,serwel,1.036666667,85.6,59,155,28,32,419.4
675,Zen,confy,maryoul,1.048333333,24,56,100,18,21,52.6
676,Bey&Bey,classy,maryoul,1.073333333,38.4,58,115,21,25,99.1
677,Zen,sport,maryoul,1.018333333,40,57,122,22,25,109.8
678,HA,mta3 a3res,maryoul,1.04,29.6,54,109,19,23,79.1
679,Zen,confy,sabbat,1.006666667,80.8,60,153,27,31,709.4
680,Bey&Bey,mta3 kolyoum,maryoul,1.063333333,37.6,59,116,21,25,98.7
681,Armani,sport,hoodie,1.006666667,120,55,175,31,35,414
682,Zen,posé,maryoul,1.03,80.8,60,151,27,31,485.5
683,Armani,confy,maryoul,1.016666667,80,61,153,27,31,480.5
684,HA,confy,kabbout,1.035,24,57,101,18,21,76.6
685,HA,classy,serwel,1.048333333,160.8,54,190,34,40,1256.5
686,Zen,confy,maryoul,1.053333333,48,56,127,23,27,183.6
687,HA,mta3 kolyoum,t-shirt,1.026666667,57.6,56,137,24,28,355.4
688,HA,mta3 kolyoum,maryoul,1.026666667,42.4,56,123,22,25,162.1
689,Armani,formel,sabbat,1.008333333,177.6,59,199,36,40,1466.2
690,Armani,mta3 a3res,sabbat,1.001666667,38.4,59,121,22,24,129.4
691,HA,sport,maryoul,1.04,30.4,57,109,20,23,66.6
692,Kontakt,posé,maryoul,1.088333333,72.8,62,145,26,31,327.8
693,Bey&Bey,confy,hoodie,0.958333333,120.8,59,179,32,34,560.1
694,Armani,sport,maryoul,1.006666667,34.4,58,116,21,23,96.8
695,Zen,confy,t-shirt,1.046666667,40.8,57.1,120,22,25,197
696,HA,mta3 kolyoum,kabbout,1.028333333,33.6,57,114,20,23,121
697,Zen,confy,serwel,1.035,56.8,57,135,24,28,212.3
698,HA,formel,jacket,1.038333333,32.8,53,113,20,23,78.5
699,HA,posé,sabbat,1.01,64,56,143,26,29,315.3
700,HA,posé,t-shirt,1.016666667,56,56,136,25,28,318.5
701,Zen,mta3 a3res,maryoul,1.011666667,124.8,59,176,32,36,1179.4
702,HA,mta3 a3res,t-shirt,1.031666667,45.6,56,125,23,26,194.9
703,Bey&Bey,mta3 a3res,t-shirt,0.975,84.8,57,158,29,31,769.9
704,HA,confy,sabbat,1.036666667,27.2,57,105,19,22,82.9
705,Kontakt,mta3 a3res,serwel,1.111666667,80.8,64,145,26,32,359.7
706,Zen,classy,sabbat,1.043333333,84.8,59,154,28,32,441.3
707,Armani,mta3 kolyoum,maryoul,1.003333333,72.8,60,148,27,30,442.9
708,Zen,mta3 kolyoum,maryoul,0.998333333,61.6,59,140,25,28,324.1
709,Bey&Bey,confy,jacket,0.965,20.8,60,100,18,19,55.4
710,HA,formel,serwel,1.028333333,172,55,195,36,41,1438.8
711,HA,sport,serwel,1.028333333,30.4,56,110,20,23,58.7
712,Bey&Bey,posé,maryoul,1.056666667,24,57,101,18,21,42.1
713,Armani,posé,sabbat,0.998333333,72.8,62,150,27,30,412.8
714,HA,mta3 a3res,sabbat,1.031666667,24,56,102,18,21,57.3
715,Armani,mta3 kolyoum,serwel,1.01,27.2,60,107,19,21,65
716,Armani,confy,maryoul,1.006666667,38.4,62,120,21,24,115.2
717,HA,sport,sabbat,1.026666667,21.6,54,99,18,20,49
718,HA,sport,t-shirt,1.033333333,96,57,161,29,33,870.1
719,Armani,mta3 kolyoum,jacket,1.048333333,80,58,150,27,31,1075.2
720,Bey&Bey,mta3 kolyoum,hoodie,0.963333333,80,62,154,28,30,265.7
721,Zen,sport,maryoul,1.051666667,120.8,56,172,31,36,758.5
722,HA,mta3 a3res,sabbat,1.023333333,40,57,122,22,25,163.2
723,Armani,posé,t-shirt,1.028333333,25.6,61,105,18,21,72
724,HA,sport,kabbout,1.028333333,25.6,57,104,19,21,73
725,Armani,mta3 a3res,kabbout,0.975,98.4,59,167,30,32,1084.4
726,Armani,mta3 kolyoum,maryoul,0.98,69.6,56,149,27,29,374.2
727,HA,sport,sabbat,1.026666667,25.6,57,104,19,21,56.1
728,Armani,confy,sabbat,1.026666667,40.8,58,122,22,25,156.7
729,HA,sport,socks,1.026666667,43.2,57,123,22,25,236.1
730,Bey&Bey,posé,t-shirt,1.06,24.8,55,101,18,21,54.4
731,HA,confy,serwel,1.05,80.8,56,150,27,31,411.8
732,Armani,formel,maryoul,0.995,100,59,166,30,33,539
733,HA,posé,maryoul,1.038333333,98.4,57,163,29,34,604.6
734,Bey&Bey,mta3 a3res,t-shirt,1,37.6,60.1,119,21,24,124.3
735,Zen,posé,sabbat,1.03,136,59,179,33,37,1225.7
736,Armani,mta3 a3res,serwel,0.97,80,59,154,28,30,448
737,HA,sport,maryoul,1.03,42.4,58,122,22,25,125.5
738,Armani,sport,t-shirt,1.038333333,26.4,58,105,19,22,85.4
739,HA,confy,kabbout,1.01,82.4,59,154,28,31,1000.3
740,Zen,posé,maryoul,1.026666667,43.2,56,123,22,25,123.5
741,Zen,confy,serwel,0.985,70.4,58,147,27,29,315
742,HA,sport,sabbat,1.045,80.8,56,152,27,32,610.8
743,HA,confy,sabbat,1.033333333,40,56,121,21,25,167.6
744,Armani,sport,serwel,1.05,82.4,60,151,27,32,382.4
745,Armani,sport,kabbout,1.016666667,24,60,102,18,21,68.4
746,Armani,confy,serwel,0.973333333,44,61,127,22,25,113.4
747,HA,posé,maryoul,1.033333333,42.4,54,122,22,25,120.5
748,HA,mta3 a3res,sabbat,1.041666667,27.2,55,106,19,22,68.6
749,HA,sport,maryoul,1.028333333,85.6,54,156,28,32,553.2
750,HA,classy,t-shirt,1.041666667,72,55,146,26,30,317.5
751,Zen,confy,serwel,1.03,79.2,59,149,27,31,478
752,Armani,confy,t-shirt,1.025,30.4,58,111,20,23,106.9
753,HA,sport,serwel,1.033333333,38.4,54,119,21,25,84.1
754,Armani,confy,sabbat,0.99,63.2,60,144,26,28,323
755,Armani,sport,sabbat,1.033333333,43.2,58,123,22,25,163.7
756,Armani,posé,sabbat,1.043333333,24,58,101,18,21,60.8
757,HA,mta3 a3res,maryoul,1.028333333,30.4,56,111,20,23,76.6
758,HA,sport,socks,1.021666667,34.4,55,115,21,23,168.3
759,Armani,mta3 a3res,maryoul,0.988333333,57.6,59,138,25,27,236
760,Zen,mta3 a3res,sabbat,1.046666667,56,57,133,24,28,274.4
761,Armani,formel,sabbat,1.018333333,57.6,61,137,24,28,199.1
762,Zen,classy,maryoul,1.041666667,41.6,59,122,22,25,101.9
763,Zen,confy,jacket,1.043333333,18.4,58,94,17,19,47.2
764,Zen,formel,sabbat,1.036666667,45.6,55,126,23,26,126.7
765,HA,mta3 a3res,sabbat,1.016666667,81.6,56,155,28,32,639.3
766,HA,sport,kabbout,1.02,57.6,57,135,25,28,312.6
767,HA,posé,sabbat,1.036666667,41.6,56.4,120,22,25,139.1
768,Zen,confy,serwel,1,88,58,159,29,32,453.9
769,Bey&Bey,sport,maryoul,0.98,120.8,62,175,32,35,1021.6
